  2,
1, 2, 
1.2,   -0.70,-7.74E-008,-7.74E-008,-7.74E-008,-2.65E-008,-2.65E-008,
   67,
   50,    0.000,    2.801,   -2.801,
   51,    0.000,    2.801,   -2.801,
   52,    0.000,    2.801,   -2.801,
   53,    0.000,    2.801,   -2.801,
   54,    0.000,    2.801,   -2.801,
   65,    0.000,    0.000,   -2.400,
   66,    0.000,    0.000,   -2.400,
   67,    0.000,    0.000,   -2.400,
   68,    0.000,    0.000,   -2.400,
   69,    0.000,    0.000,   -2.400,
   70,    0.000,    0.000,   -2.400,
   71,    0.000,    2.801,   -5.201,
   72,    0.000,    2.801,   -5.201,
   73,    0.000,    2.801,   -5.201,
   74,    0.000,    2.801,   -2.801,
   75,    0.000,    2.801,   -2.801,
   87,    0.000,    0.000,   -2.400,
   88,    0.000,    0.000,   -2.400,
   89,    0.000,    0.000,   -2.400,
   90,    0.000,    0.000,   -2.400,
   91,    0.000,    0.000,   -2.400,
   92,    0.000,    0.000,   -2.400,
   93,    0.000,    2.801,   -5.201,
   94,    0.000,    2.801,   -5.201,
   95,    0.000,    2.801,   -5.201,
   96,    0.000,    2.801,   -2.801,
   97,    0.000,    2.801,   -2.801,
  110,    0.000,    0.000,   -2.400,
  111,    0.000,    0.000,   -2.400,
  112,    0.000,    0.000,   -2.400,
  113,    0.000,    0.000,   -2.400,
  114,    0.000,    0.000,   -2.400,
  115,    0.000,    0.000,   -2.400,
  116,    0.000,    2.801,   -5.201,
  117,    0.000,    2.801,   -5.201,
  118,    0.000,    2.801,   -5.201,
  119,    0.000,    2.801,   -2.801,
  120,    0.000,    2.801,   -2.801,
  236,    0.000,    2.801,   -2.801,
  237,    0.000,    2.801,   -2.801,
  238,    0.000,    2.801,   -2.801,
  239,    0.000,    2.801,   -2.801,
  240,    0.000,    2.801,   -2.801,
  250,    0.000,    0.000,   -2.400,
  251,    0.000,    0.000,   -2.400,
  252,    0.000,    0.000,   -2.400,
  253,    0.000,    0.000,   -2.400,
  254,    0.000,    0.000,   -2.400,
  255,    0.000,    0.000,   -2.400,
  256,    0.000,    0.000,   -2.400,
  257,    0.000,    2.801,   -5.201,
  258,    0.000,    2.801,   -5.201,
  259,    0.000,    2.801,   -5.201,
  260,    0.000,    2.801,   -2.801,
  261,    0.000,    2.801,   -2.801,
  272,    0.000,    0.000,   -2.400,
  273,    0.000,    0.000,   -2.400,
  274,    0.000,    0.000,   -2.400,
  275,    0.000,    0.000,   -2.400,
  276,    0.000,    0.000,   -2.400,
  277,    0.000,    0.000,   -2.400,
  278,    0.000,    0.000,   -2.400,
  279,    0.000,    2.801,   -5.201,
  280,    0.000,    2.801,   -5.201,
  281,    0.000,    2.801,   -5.201,
  282,    0.000,    2.801,   -2.801,
  283,    0.000,    2.801,   -2.801,
0
